#TYPE System.Diagnostics.Eventing.Reader.EventLogRecord
"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:08:12.882
ProcessGuid: {39e13812-dcdc-651a-0902-000000000b00}
ProcessId: 8372
Image: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\117.0.2045.47\msedgewebview2.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge WebView2
Product: Microsoft Edge WebView2
Company: Microsoft Corporation
OriginalFileName: msedgewebview2.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\117.0.2045.47\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=421.20070.1820.0 --user-data-dir=""C:\Users\dndlo\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disk-cache-size=52428800 --enable-features=MojoIpcz,msWebView2TreatAppSuspendAsDeviceSuspend,UseNativeThreadPool,UseBackgroundNativeThreadPool --lang=ko-KR --mojo-named-platform-channel-pipe=6404.8980.2534324663133203739 /pfhostedapp:97e2bb57bbe254add0762d234f8a70d03c3e3ef9
CurrentDirectory: C:\Windows\system32\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=8653B139A928415E4F1F5B45AF9D99FD76E3FD3AF0A0CAB67876961C876768AD
ParentProcessGuid: {39e13812-dcdb-651a-0702-000000000b00}
ParentProcessId: 6404
ParentImage: C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.23500.0.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe
ParentCommandLine: ""C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.23500.0.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe"" -ServerName:Microsoft.Windows.DashboardServer
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","175","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:08:13",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:08:12.350
ProcessGuid: {39e13812-dcdc-651a-0802-000000000b00}
ProcessId: 4020
Image: C:\Windows\System32\backgroundTaskHost.exe
FileVersion: 10.0.22621.1 (WinBuild.160101.0800)
Description: Background Task Host
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: backgroundTaskHost.exe
CommandLine: ""C:\Windows\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider
CurrentDirectory: C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: AppContainer
Hashes: SHA256=4C8915E07BE1904A3BC02E4F8DB0A80BB932CE610D97EABB9151B4E51F449980
ParentProcessGuid: {39e13812-cc74-651a-0d00-000000000b00}
ParentProcessId: 996
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch -p
ParentUser: NT AUTHORITY\SYSTEM","1","5",,"4","1","0","-9223372036854775808","174","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:08:12",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:08:11.154
ProcessGuid: {39e13812-dcdb-651a-0702-000000000b00}
ProcessId: 6404
Image: C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.23500.0.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe
FileVersion: 421.20070.1820.0
Description: -
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: Widgets.exe
CommandLine: ""C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.23500.0.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe"" -ServerName:Microsoft.Windows.DashboardServer
CurrentDirectory: C:\Windows\system32\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=04F93C2C22F05115913CAA85EE8E15AEB2ED4711522AE288FB41E20C3573BDAE
ParentProcessGuid: {39e13812-cc74-651a-0d00-000000000b00}
ParentProcessId: 996
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch -p
ParentUser: NT AUTHORITY\SYSTEM","1","5",,"4","1","0","-9223372036854775808","173","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:08:11",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:08:10.848
ProcessGuid: {39e13812-dcda-651a-0602-000000000b00}
ProcessId: 8312
Image: C:\Windows\System32\dllhost.exe
FileVersion: 10.0.22621.1 (WinBuild.160101.0800)
Description: COM Surrogate
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: dllhost.exe
CommandLine: C:\Windows\system32\DllHost.exe /Processid:{69B7FE84-6361-4423-B948-1D64820B1E96}
CurrentDirectory: C:\Windows\system32\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=FDFAD08EADD54A431E431FEBE60E87B574CE90E5502ED0BE2F026A1828120FC6
ParentProcessGuid: {39e13812-cc74-651a-0d00-000000000b00}
ParentProcessId: 996
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch -p
ParentUser: NT AUTHORITY\SYSTEM","1","5",,"4","1","0","-9223372036854775808","172","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:08:10",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:08:00.505
ProcessGuid: {39e13812-dc74-651a-fc01-000000000b00}
ProcessId: 4564
Image: C:\Windows\System32\RuntimeBroker.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","171","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:08:00",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:08:00.442
ProcessGuid: {39e13812-d398-651a-a801-000000000b00}
ProcessId: 2240
Image: C:\Windows\System32\RuntimeBroker.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","170","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:08:00",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:07:46.614
ProcessGuid: {39e13812-cc7f-651a-5500-000000000b00}
ProcessId: 4072
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM","5","3",,"4","5","0","-9223372036854775808","169","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:46",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:07:45.504
ProcessGuid: {39e13812-dcc1-651a-0502-000000000b00}
ProcessId: 9212
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","168","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:45",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:07:45.202
ProcessGuid: {39e13812-dcc1-651a-0502-000000000b00}
ProcessId: 9212
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=33006 --gpu-device-id=48879 --gpu-sub-system-id=67442093 --gpu-revision=0 --gpu-driver-version=7.0.10.8379 --gpu-preferences=WAAAAAAAAADoAAAMAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAABEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --mojo-platform-channel-handle=5024 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:2
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","167","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:45",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:07:43.817
ProcessGuid: {39e13812-dcbf-651a-0402-000000000b00}
ProcessId: 4988
Image: C:\Windows\System32\conhost.exe
User: NT AUTHORITY\LOCAL SERVICE","5","3",,"4","5","0","-9223372036854775808","166","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:43",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:07:43.795
ProcessGuid: {39e13812-dcbf-651a-0302-000000000b00}
ProcessId: 4068
Image: C:\Windows\System32\appidcertstorecheck.exe
User: NT AUTHORITY\LOCAL SERVICE","5","3",,"4","5","0","-9223372036854775808","165","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:43",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:07:43.689
ProcessGuid: {39e13812-dcbf-651a-0402-000000000b00}
ProcessId: 4988
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.22621.1194 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\Windows
User: NT AUTHORITY\LOCAL SERVICE
LogonGuid: {39e13812-cc75-651a-e503-000000000000}
LogonId: 0x3E5
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=AD71EDDCE50C702329F950D2A4799541D709E82765AF5FA61EEED1E17799383A
ParentProcessGuid: {39e13812-dcbf-651a-0302-000000000b00}
ParentProcessId: 4068
ParentImage: C:\Windows\System32\appidcertstorecheck.exe
ParentCommandLine: ""C:\Windows\system32\appidcertstorecheck.exe""
ParentUser: NT AUTHORITY\LOCAL SERVICE","1","5",,"4","1","0","-9223372036854775808","164","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:43",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:07:43.670
ProcessGuid: {39e13812-dcbf-651a-0302-000000000b00}
ProcessId: 4068
Image: C:\Windows\System32\appidcertstorecheck.exe
FileVersion: 10.0.22621.1635 (WinBuild.160101.0800)
Description: AppID Certificate Store Verification Task
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: AppIDCertstoreCheck.exe
CommandLine: ""C:\Windows\system32\appidcertstorecheck.exe""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\LOCAL SERVICE
LogonGuid: {39e13812-cc75-651a-e503-000000000000}
LogonId: 0x3E5
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=109D7FA51E3EBB2DD1C64251E65CCA782BFF45D811F73F7DEE3708DDAD726833
ParentProcessGuid: {39e13812-cc75-651a-1a00-000000000b00}
ParentProcessId: 1324
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM","1","5",,"4","1","0","-9223372036854775808","163","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:43",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:07:21.045
ProcessGuid: {39e13812-dc74-651a-fb01-000000000b00}
ProcessId: 2448
Image: C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.20544.0_x64__8wekyb3d8bbwe\HxTsr.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","162","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:21",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:07:21.018
ProcessGuid: {39e13812-d398-651a-a701-000000000b00}
ProcessId: 4984
Image: C:\Windows\System32\backgroundTaskHost.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","161","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:21",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:07:06.822
ProcessGuid: {39e13812-dc9a-651a-0202-000000000b00}
ProcessId: 6864
Image: C:\Windows\System32\conhost.exe
User: NT AUTHORITY\LOCAL SERVICE","5","3",,"4","5","0","-9223372036854775808","160","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:06",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:07:06.800
ProcessGuid: {39e13812-dc9a-651a-0102-000000000b00}
ProcessId: 5924
Image: C:\Windows\System32\appidcertstorecheck.exe
User: NT AUTHORITY\LOCAL SERVICE","5","3",,"4","5","0","-9223372036854775808","159","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:06",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:07:06.759
ProcessGuid: {39e13812-dc9a-651a-0202-000000000b00}
ProcessId: 6864
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.22621.1194 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\Windows
User: NT AUTHORITY\LOCAL SERVICE
LogonGuid: {39e13812-cc75-651a-e503-000000000000}
LogonId: 0x3E5
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=AD71EDDCE50C702329F950D2A4799541D709E82765AF5FA61EEED1E17799383A
ParentProcessGuid: {39e13812-dc9a-651a-0102-000000000b00}
ParentProcessId: 5924
ParentImage: C:\Windows\System32\appidcertstorecheck.exe
ParentCommandLine: ""C:\Windows\system32\appidcertstorecheck.exe""
ParentUser: NT AUTHORITY\LOCAL SERVICE","1","5",,"4","1","0","-9223372036854775808","158","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:06",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:07:06.742
ProcessGuid: {39e13812-dc9a-651a-0102-000000000b00}
ProcessId: 5924
Image: C:\Windows\System32\appidcertstorecheck.exe
FileVersion: 10.0.22621.1635 (WinBuild.160101.0800)
Description: AppID Certificate Store Verification Task
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: AppIDCertstoreCheck.exe
CommandLine: ""C:\Windows\system32\appidcertstorecheck.exe""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\LOCAL SERVICE
LogonGuid: {39e13812-cc75-651a-e503-000000000000}
LogonId: 0x3E5
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=109D7FA51E3EBB2DD1C64251E65CCA782BFF45D811F73F7DEE3708DDAD726833
ParentProcessGuid: {39e13812-cc75-651a-1a00-000000000b00}
ParentProcessId: 1324
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM","1","5",,"4","1","0","-9223372036854775808","157","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:07:06",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:06:51.052
ProcessGuid: {39e13812-dc74-651a-f901-000000000b00}
ProcessId: 5444
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\LOCAL SERVICE","5","3",,"4","5","0","-9223372036854775808","156","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:06:51",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:06:50.927
ProcessGuid: {39e13812-dc74-651a-f801-000000000b00}
ProcessId: 7428
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM","5","3",,"4","5","0","-9223372036854775808","155","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:06:50",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:06:42.840
ProcessGuid: {39e13812-dc82-651a-0002-000000000b00}
ProcessId: 3536
Image: C:\Windows\System32\svchost.exe
FileVersion: 10.0.22621.1 (WinBuild.160101.0800)
Description: Host Process for Windows Services
Product: Microsoft? Windows? Operating System
Company: Microsoft Corporation
OriginalFileName: svchost.exe
CommandLine: C:\Windows\System32\svchost.exe -k netsvcs -p -s BITS
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {39e13812-cc74-651a-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=949BFB5B4C7D58D92F3F9C5F8EC7CA4CEAFFD10EC5F0020F0A987C472D61C54B
ParentProcessGuid: {39e13812-cc74-651a-0b00-000000000b00}
ParentProcessId: 856
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe
ParentUser: NT AUTHORITY\SYSTEM","1","5",,"4","1","0","-9223372036854775808","154","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:06:42",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
